Id,Net_demand
1,40459.3754550523
2,35800.9476789427
3,33774.5763172486
4,39897.881999596
5,40590.7131653245
6,40099.4562879481
7,38076.3847088867
8,34411.3612375661
9,33665.86347781
10,32472.2810084055
11,39920.9103713618
12,40926.3921577582
13,41517.3373166319
14,40616.3454219157
15,37826.3694278855
16,33103.8810916318
17,31115.4560724716
18,37771.0286899614
19,40292.8773776232
20,40402.2577044839
21,41356.2297074797
22,41660.8183802768
23,37319.8194052422
24,34958.4297639799
25,37089.3757558575
26,36636.303273267
27,40323.9553118881
28,44698.0442248806
29,42122.4320052169
30,30648.8907098162
31,32424.7962027047
32,41926.4937904788
33,43022.7058100793
34,38191.2847237864
35,40702.5166601297
36,41484.0332165653
37,37058.0162915687
38,35052.9550915234
39,40591.3967681381
40,42697.0721139569
41,43541.3311848876
42,43146.5799218379
43,40825.9324806331
44,33746.3224802789
45,32705.5978054147
46,40016.4580518726
47,40509.1825331842
48,38137.7672633107
49,38649.4392081452
50,37313.8944683657
51,35529.7104767103
52,28185.0412674378
53,33049.4124702507
54,38723.5383088953
55,39305.9962594697
56,37970.6382108537
57,38442.7993956839
58,34175.6644716992
59,34081.097645665
60,35239.382335458
61,29990.4712045286
62,35480.24014592
63,38387.1153558626
64,40985.8659069676
65,42396.8514988914
66,37132.185591456
67,40188.0522280634
68,38402.2604402603
69,42088.3194600782
70,46595.1728248852
71,41354.7782441368
72,40058.5019817779
73,40190.6039191682
74,46857.7576632985
75,44295.5377149905
76,42369.6414975982
77,39973.0963025082
78,44916.4603674258
79,44934.2868772117
80,41831.289886943
81,48561.4229338469
82,49261.1857429104
83,47784.9191461919
84,48505.2449626055
85,51076.728472276
86,47323.6155224645
87,45685.3423904979
88,54089.9457543442
89,57847.0682318673
90,58657.4603635873
91,58919.0310853192
92,60369.6692753789
93,53877.358768238
94,55507.8565827418
95,64360.4294105377
96,64990.349769663
97,64472.1223263454
98,65794.2660707668
99,66338.5517444804
100,62888.5517872056
101,63033.9387582
102,71679.9811213686
103,70896.2431759951
104,67263.9496315237
105,66000.8685385924
106,67814.2278233119
107,66129.2740401264
108,59173.8103927614
109,53239.5689979712
110,48207.7575190654
111,46862.1452374181
112,43282.570505025
113,40359.6787894132
114,39398.9404337733
115,38916.4673581011
116,44478.6972381327
117,47872.3473185434
118,43168.3324721541
119,41767.772992517
120,40071.515328576
121,31210.8858486021
122,28568.2676018731
123,43737.2114000168
124,49806.5927637531
125,45358.9413802924
126,47748.360697105
127,49136.2960711474
128,41087.3572271502
129,39346.2461206256
130,46196.6081761966
131,49924.8634534837
132,48747.8598014176
133,44392.637601833
134,44931.4337431188
135,40162.6847771289
136,39901.1383358316
137,49129.6112396556
138,62357.6889622923
139,65336.9652434355
140,67945.3723594724
141,66608.6717912863
142,59797.3586894337
143,61498.3935872693
144,67895.0739945804
145,67680.7808220498
146,70089.8469855211
147,68144.8102818142
148,64637.2169799145
149,61734.2069960539
150,61972.7177371101
151,64974.122425077
152,63087.7976228067
153,57148.8179151532
154,55663.0281152819
155,55768.3187352668
156,51142.2887563808
157,47689.4241092726
158,57272.5488741655
159,60323.1471756514
160,64510.8992649445
161,66733.0824697469
162,65535.1642440801
163,57193.7774517761
164,53071.9126249921
165,59894.1023333943
166,59414.2616126214
167,57322.2518905957
168,55013.5510627621
169,48083.3652064132
170,40796.0597079773
171,42885.4071981552
172,51654.3574457655
173,53375.9760345914
174,54119.7264533567
175,54626.6787549856
176,54275.4900365334
177,47080.7446186216
178,44693.9188388022
179,53564.9450024951
180,61430.7595584772
181,62489.6015760606
182,61000.7129063467
183,59537.5768048212
184,53897.1045217856
185,52890.7142310526
186,59926.2261806961
187,57360.3030858639
188,48308.0177277221
189,43732.3840528353
190,42216.5636130441
191,45041.4315911034
192,38036.2753191329
193,38043.5086211847
194,39562.7175406698
195,50324.3687433734
196,46354.5079916183
197,43544.2357997345
198,39300.7022683885
199,38707.4688502006
200,48344.1640803336
201,46349.2207663745
202,40668.4266194659
203,37997.7173660757
204,35576.9984669085
205,31606.850755476
206,32951.6804209688
207,45636.3772658943
208,47840.4210543709
209,43223.5783379349
210,37554.9793368508
211,33572.870299545
212,30879.0648647524
213,36049.8360588599
214,45268.1950303118
215,48176.3896545284
216,49793.857881006
217,47543.8907603342
218,46239.1375668547
219,39837.5092068401
220,37184.7658841206
221,34911.0092420357
222,37071.2543269425
223,37524.6214610952
224,41583.2907261738
225,43487.4364803665
226,36072.614700142
227,37651.925013364
228,42655.3780678818
229,39896.5919353223
230,38057.1839042282
231,39737.8641362865
232,42098.0740626644
233,36425.2539280979
234,31260.8540162285
235,39246.3830792218
236,43878.9492012143
237,45119.2793614531
238,42792.4790564882
239,38577.3475650585
240,35430.5512099542
241,34704.4375618829
242,32616.3575643805
243,35855.596286021
244,33969.2468237524
245,34577.3015174848
246,36476.3286820799
247,34143.4985693823
248,32133.1767050077
249,32857.2148701345
250,35287.6050018321
251,35185.6768136816
252,39057.4025017786
253,38954.6957258839
254,33198.8341747296
255,31354.4922929019
256,36397.8192006426
257,35359.1465926231
258,35978.4868508851
259,32361.1690654179
260,33207.6284919114
261,30233.2622641175
262,29769.9659313971
263,35950.5436574934
264,34083.4148683949
265,34622.0474874981
266,32097.840039999
267,31798.4583914305
268,29492.4211309463
269,27361.5851167203
270,25848.3875576813
271,30145.4810531599
272,31601.5375012046
273,33912.7588785809
274,31944.3067985798
275,28691.0279455449
276,28283.2743994425
277,33931.895987901
278,34642.9667055444
279,35309.9646388099
280,35649.7466025205
281,36988.8313732421
282,34632.7320455737
283,32007.0926343313
284,37111.3797834692
285,37886.2956839711
286,37349.6211299324
287,37809.1692688789
288,38449.5799086791
289,34843.5898121496
290,32153.7441783324
291,37530.7565332027
292,38588.3276215356
293,39608.9596694559
294,38077.9923320188
295,38090.0449807157
296,33991.2905455004
297,31136.3252439659
298,35034.2994468293
299,37779.2768573807
300,38744.420729706
301,38662.124423358
302,36067.5057593372
303,28576.9036756687
304,27787.5703876296
305,32606.9307284969
306,35843.3311930167
307,34195.0432357452
308,38536.3405431692
309,38344.3457356563
310,34807.5591692979
311,32967.6126462921
312,40166.4130136243
313,39311.6767051385
314,38184.0112587598
315,39641.3862260303
316,32494.9187060409
317,27237.3747821204
318,29892.1888826358
319,37434.8881046403
320,39780.3408584106
321,37732.0744673421
322,40283.5169481876
323,37622.4305852635
324,32484.6501445117
325,28348.7437045614
326,35770.9349587446
327,35539.3119044392
328,35432.0414261189
329,34074.1329991587
330,35004.3162387032
331,30866.3111328605
332,26533.6050339602
333,30603.0746298774
334,28483.6551712545
335,26827.4196359591
336,28614.9051081569
337,31756.9070109477
338,25862.898489477
339,21605.1897446427
340,31101.5380528062
341,33302.3078506973
342,34158.3601051073
343,34809.5855738943
344,35023.0256534227
345,31161.989203895
346,30787.3960121507
347,33853.4285152744
348,32130.6386454162
349,35145.5426994291
350,36456.1739738986
351,36528.8269443012
352,33060.4527444459
353,33137.3202468806
354,39083.2109001813
355,39750.9408813105
356,40781.8937153537
357,40519.9189692674
358,36874.3373515065
359,34428.7626102929
360,30459.7858013114
361,35568.3603844893
362,37557.4868305811
363,36817.8192944071
364,37720.6522798475
365,37634.8806221359
366,34432.7792652954
367,32037.8451704734
368,36619.5528543106
369,39607.1657053695
370,41006.3651784622
371,41453.2296830896
372,41293.2130204486
373,36691.162864404
374,33892.8010968259
375,40165.6323535414
376,41340.3830782925
377,41035.6003256146
378,41126.9509322778
379,38960.8878025172
380,35094.3184445313
381,32811.6847185628
382,34926.3376338605
383,35106.1348160917
384,35053.4360484978
385,37310.2683227684
386,36610.0096175989
387,33942.3415578196
388,30918.8177477947
389,37663.1537798016
390,39041.9237910568
391,38359.8145381218
392,39525.1160693476
393,36473.2005571365
394,35079.7607694575
395,33546.7171023104
